quarter_end,RET_mean,RET_std,abs_RET_mean,abs_RET_max,abs_exceed_sum,upper_exceed_sum,lower_exceed_sum,abs_extreme_score_mean,upper_extreme_score_mean,lower_extreme_score_mean,days_in_quarter,abs_exceed_ratio,upper_exceed_ratio,lower_exceed_ratio,abs_mean_excess,abs_max_excess,abs_es_q,upper_mean_excess,upper_max_excess,upper_es_q,lower_mean_excess,lower_max_excess,lower_es_q,municipal_decline,pred_prob
1998-03-31,0.00503972131147541,0.017987562814466323,0.015026409836065574,0.043767,0,1,1,0.0,0.014158313748680172,0.009585139672780806,61,0.0,0.01639344262295082,0.01639344262295082,0.0,0.0,0.165028275707984,0.002476800000000022,0.002476800000000022,0.15664382614111674,0.007891599999999999,0.007891599999999999,0.13299501017398394,0,0.44651571713892324
1998-06-30,0.0055621111111111106,0.021296308370921724,0.016099222222222223,0.078014,3,4,0,0.0292310945078795,0.03050885796565508,0.0,63,0.047619047619047616,0.06349206349206349,0.0,0.012448866666666676,0.02890820000000001,0.165028275707984,0.017723550000000022,0.03905480000000002,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.012309480076933898
1998-09-30,-0.0029878593749999996,0.030087769075889254,0.024524734375,0.069264,8,6,9,0.07717787003567997,0.046342319901325424,0.06503633523262414,64,0.125,0.09375,0.140625,0.009979575000000008,0.020158200000000015,0.165028275707984,0.015019800000000022,0.030304800000000028,0.15664382614111674,0.014408933333333334,0.028344599999999998,0.13299501017398394,0,6.0973648144957004e-05
1998-12-31,0.00398853125,0.027498605629278066,0.020151625,0.078261,6,7,3,0.04574012085783248,0.059039504341509466,0.013355534018781161,64,0.09375,0.109375,0.046875,0.016080700000000007,0.029155200000000006,0.165028275707984,0.01510580000000002,0.03702880000000002,0.15664382614111674,0.025787599999999997,0.042385599999999996,0.13299501017398394,0,0.001034492180195689
1999-03-31,-0.00018613114754098377,0.022904992516534762,0.0190547868852459,0.051567,1,1,5,0.014238293220910315,0.008240386801079268,0.06265802685588166,61,0.01639344262295082,0.01639344262295082,0.08196721311475409,0.0024612000000000106,0.0024612000000000106,0.165028275707984,0.012607800000000023,0.012607800000000023,0.15664382614111674,0.003930799999999998,0.0065676,0.13299501017398394,0,0.04527596371143955
1999-06-30,0.0002656349206349206,0.021391066424653122,0.015649952380952382,0.053676,2,3,4,0.025397696913100242,0.03232416206475393,0.04353817219345475,63,0.031746031746031744,0.047619047619047616,0.06349206349206349,0.0039667000000000105,0.00457020000000001,0.165028275707984,0.007575800000000021,0.014716800000000023,0.15664382614111674,0.006795099999999998,0.0165936,0.13299501017398394,0,0.022790602233863772
1999-09-30,-0.0014959843750000001,0.01903045803525228,0.014769015625,0.067308,1,0,2,0.0063082250596761535,0.0,0.01404636872194629,64,0.015625,0.0,0.03125,0.018202200000000016,0.018202200000000016,0.165028275707984,0.0,0.0,0.15664382614111674,0.0179581,0.031432600000000005,0.13299501017398394,0,0.46148966086691656
1999-12-31,0.0012097031249999998,0.016938625537538235,0.012300359375,0.047114,0,0,3,0.0,0.0,0.0318658646297946,64,0.0,0.0,0.046875,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.006353266666666665,0.011238600000000001,0.13299501017398394,0,0.6874719192031001
2000-03-31,-0.0018186507936507935,0.028041819986698625,0.021564015873015874,0.09472,4,6,4,0.030964518144324056,0.05314698748154507,0.03131747794229239,63,0.06349206349206349,0.09523809523809523,0.06349206349206349,0.02020870000000001,0.04561420000000001,0.165028275707984,0.018489633333333356,0.05576080000000002,0.15664382614111674,0.012162099999999999,0.0186206,0.13299501017398394,0,0.0002098666576021524
2000-06-30,9.97936507936507e-05,0.027142087546096354,0.019389666666666666,0.110706,5,4,5,0.05276842658222509,0.027424429432805705,0.042600860277980594,63,0.07936507936507936,0.06349206349206349,0.07936507936507936,0.015598400000000007,0.06160020000000001,0.165028275707984,0.026497050000000022,0.07174680000000003,0.15664382614111674,0.010608199999999998,0.0203816,0.13299501017398394,0,0.001109380121017194
2000-09-30,0.0007428888888888891,0.023402768100756324,0.016035968253968254,0.087866,3,2,4,0.020230054715012855,0.00865398484044663,0.03585541813662753,63,0.047619047619047616,0.031746031746031744,0.06349206349206349,0.021753533333333342,0.03876020000000001,0.165028275707984,0.032473800000000025,0.04890680000000002,0.15664382614111674,0.012808349999999996,0.033836599999999994,0.13299501017398394,0,0.03404500189991066
2000-12-31,-0.0004610793650793655,0.034491334368589706,0.027530253968253968,0.09322,9,8,7,0.07354474720624517,0.06410017225731408,0.03913159725228139,63,0.14285714285714285,0.12698412698412698,0.1111111111111111,0.01677764444444445,0.044114200000000006,0.165028275707984,0.01987730000000002,0.05426080000000002,0.15664382614111674,0.01931717142857143,0.0331786,0.13299501017398394,0,7.005659555431212e-06
2001-03-31,0.003392806451612903,0.023863212398206678,0.018696129032258063,0.072139,2,4,3,0.01940148341746395,0.041070348323369726,0.03229447942429649,62,0.03225806451612903,0.06451612903225806,0.04838709677419355,0.012711700000000006,0.023033200000000004,0.165028275707984,0.011895800000000019,0.033179800000000016,0.15664382614111674,0.00710793333333333,0.015620599999999998,0.13299501017398394,0,0.0057390083849415624
2001-06-30,-0.0017608571428571426,0.021796573547572713,0.01678873015873016,0.063366,2,4,2,0.02208945279632306,0.03736401122052514,0.021383343450361067,63,0.031746031746031744,0.06349206349206349,0.031746031746031744,0.00793220000000001,0.014260200000000015,0.165028275707984,0.011312050000000023,0.024406800000000027,0.15664382614111674,0.005808599999999997,0.007465599999999996,0.13299501017398394,0,0.006653494936010224
2001-09-30,-0.005158203389830508,0.03147253627386334,0.021251694915254235,0.146907,5,3,5,0.032006568534078086,0.029211152324784363,0.022361435211947535,59,0.0847457627118644,0.05084745762711865,0.0847457627118644,0.03299380000000001,0.09780120000000002,0.165028275707984,0.014227133333333352,0.032096800000000016,0.15664382614111674,0.0403296,0.11103160000000001,0.13299501017398394,0,0.0026990886923754817
2001-12-31,-0.001098046875,0.02445704589971211,0.019347953125,0.068323,3,2,5,0.026912351041982224,0.027256710634380236,0.030474768978607847,64,0.046875,0.03125,0.078125,0.011582200000000008,0.019217200000000004,0.165028275707984,0.0025073000000000213,0.004823800000000024,0.15664382614111674,0.018050999999999998,0.03244759999999999,0.13299501017398394,0,0.01854725396540572
2002-03-31,0.0011834,0.023683937972203577,0.01869833333333333,0.062538,2,3,4,0.023191379571611857,0.03220958270597625,0.043670340373536974,60,0.03333333333333333,0.05,0.06666666666666667,0.007700700000000008,0.013432200000000005,0.165028275707984,0.008035800000000022,0.012115800000000024,0.15664382614111674,0.009034599999999997,0.026662599999999995,0.13299501017398394,0,0.011544336125715557
2002-06-30,-0.00013576562499999993,0.02211611349345331,0.017612359375,0.053121,2,2,3,0.026622600416042252,0.01543634753011373,0.024637770834642348,64,0.03125,0.03125,0.046875,0.0028582000000000087,0.00401520000000001,0.165028275707984,0.013004800000000021,0.014161800000000023,0.15664382614111674,0.009614933333333332,0.010213599999999996,0.13299501017398394,0,0.04161371489143053
2002-09-30,-0.007042890625,0.03094064754974225,0.025791234375,0.074123,7,5,9,0.05359502384611642,0.03804221071115809,0.05920457871606613,64,0.109375,0.078125,0.140625,0.01506648571428572,0.025017200000000003,0.165028275707984,0.01662800000000002,0.02849280000000002,0.15664382614111674,0.017292599999999998,0.03824759999999999,0.13299501017398394,0,7.921618540974009e-05
2002-12-31,0.0005351718749999998,0.04926302558088255,0.034194046875,0.156174,14,9,10,0.07825936851180391,0.046383675768709984,0.042214410835640565,64,0.21875,0.140625,0.15625,0.039448842857142875,0.10706820000000002,0.165028275707984,0.04863946666666669,0.11721480000000004,0.15664382614111674,0.0316159,0.0942556,0.13299501017398394,0,2.1350625011558298e-07
2003-03-31,-0.0028506557377049177,0.030477577587403087,0.024478295081967215,0.072727,8,6,7,0.07668555257857433,0.03972815778574258,0.06365685921374334,61,0.13114754098360656,0.09836065573770492,0.11475409836065574,0.01209420000000001,0.02362120000000001,0.165028275707984,0.021848300000000025,0.03376780000000002,0.15664382614111674,0.010667742857142854,0.021481599999999997,0.13299501017398394,0,4.97133449668913e-05
2003-06-30,0.006562571428571428,0.027621466672134116,0.020907619047619046,0.105389,6,10,1,0.061356543164233834,0.09139622322184923,0.005898000588655479,63,0.09523809523809523,0.15873015873015872,0.015873015873015872,0.01394370000000001,0.056283200000000005,0.165028275707984,0.015311200000000021,0.06642980000000001,0.15664382614111674,0.0155536,0.0155536,0.13299501017398394,0,3.932122948406603e-05
2003-09-30,1.292187499999994e-05,0.019298893534616595,0.014410140625,0.064879,2,1,2,0.01780025995701911,0.004306496260172435,0.016237041848558655,64,0.03125,0.015625,0.03125,0.011254700000000013,0.015773200000000015,0.165028275707984,0.025919800000000028,0.025919800000000028,0.15664382614111674,0.0120636,0.0199666,0.13299501017398394,0,0.17225863045247553
2003-12-31,0.006554328125,0.02163189379028376,0.015907046875,0.101706,2,3,1,0.010331449399467065,0.02030643603268767,0.014476049611551287,64,0.03125,0.046875,0.015625,0.03221020000000001,0.052600200000000014,0.165028275707984,0.02885680000000002,0.06274680000000002,0.15664382614111674,0.0010515999999999998,0.0010515999999999998,0.13299501017398394,0,0.0210149611938303
2004-03-31,-0.0023990483870967743,0.017489280486870807,0.014326596774193548,0.047497,0,0,3,0.0,0.0,0.03449955309148289,62,0.0,0.0,0.04838709677419355,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.005655933333333332,0.011621599999999996,0.13299501017398394,0,0.4333048830121187
2004-06-30,0.002635548387096774,0.02181848856065403,0.01612758064516129,0.10177,2,2,0,0.013295773919261922,0.007955140319589668,0.0,62,0.03225806451612903,0.03225806451612903,0.0,0.02955720000000001,0.05266420000000001,0.165028275707984,0.039703800000000025,0.06281080000000003,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.018069007101356626
2004-09-30,-0.00147340625,0.014791866328598798,0.01158771875,0.040256,0,0,1,0.0,0.0,0.011484671184058489,64,0.0,0.0,0.015625,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.004380599999999998,0.004380599999999998,0.13299501017398394,0,0.6551037696147957
2004-12-31,0.0008412812499999999,0.012732908771865866,0.00877175,0.041636,0,1,1,0.0,0.014680260814573723,0.010478362818589455,64,0.0,0.015625,0.015625,0.0,0.0,0.165028275707984,0.0010408000000000223,0.0010408000000000223,0.15664382614111674,0.005760599999999998,0.005760599999999998,0.13299501017398394,0,0.7196727551920995
2005-03-31,-0.0039887213114754095,0.01290043761806959,0.010537639344262295,0.03374,0,0,0,0.0,0.0,0.0,61,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.5912012612882009
2005-06-30,-0.00112121875,0.024290844683613873,0.01838740625,0.072862,4,3,5,0.03775657390901588,0.015258748882004633,0.053074261681425865,64,0.0625,0.046875,0.078125,0.011710450000000008,0.023756200000000005,0.165028275707984,0.02429913333333335,0.03390280000000002,0.15664382614111674,0.0071362,0.0176146,0.13299501017398394,0,0.006597194635590528
2005-09-30,-0.00037026562499999994,0.01239479906960748,0.009965703125,0.027831,0,0,0,0.0,0.0,0.0,64,0.0,0.0,0.0,0.0,0.0,0.165028275707984,0.0,0.0,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.7414150010469122
2005-12-31,-0.003475888888888889,0.020454245467597807,0.01467915873015873,0.076923,1,2,4,0.004369087724515915,0.015700763877750306,0.041512237793448196,63,0.015873015873015872,0.031746031746031744,0.06349206349206349,0.027817200000000014,0.027817200000000014,0.165028275707984,0.020714300000000026,0.03796380000000003,0.15664382614111674,0.006767849999999999,0.011017599999999995,0.13299501017398394,0,0.031588486526675515
2006-03-31,0.0008460806451612906,0.018433354086064807,0.01470682258064516,0.053165,1,2,3,0.012829817541321602,0.02064326897413734,0.03937460996042502,62,0.016129032258064516,0.03225806451612903,0.04838709677419355,0.004059200000000006,0.004059200000000006,0.165028275707984,0.00884680000000002,0.014205800000000018,0.15664382614111674,0.0030712666666666624,0.005557599999999996,0.13299501017398394,0,0.09137195895708282
2006-06-30,-0.001670095238095238,0.024682692943158925,0.017851460317460315,0.082812,4,2,5,0.03804118682139567,0.012834100970692095,0.030904669742373814,63,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.01631470000000001,0.033706200000000006,0.165028275707984,0.025473300000000018,0.04385280000000002,0.15664382614111674,0.018235999999999995,0.043369599999999994,0.13299501017398394,0,0.014737287546793716
2006-09-30,0.003010857142857143,0.02932799160653199,0.021828,0.117712,4,6,4,0.025910219346374826,0.06437129238962046,0.017987459527227804,63,0.06349206349206349,0.09523809523809523,0.06349206349206349,0.026926200000000008,0.0686062,0.165028275707984,0.009117466666666687,0.02345580000000002,0.15664382614111674,0.03393085,0.0818366,0.13299501017398394,0,0.0011818216423140524
2006-12-31,-0.001006666666666667,0.01880818513307438,0.014247238095238096,0.050633,1,2,2,0.014531825360355874,0.02318577073692094,0.020847197967664783,63,0.015873015873015872,0.031746031746031744,0.031746031746031744,0.0015272000000000063,0.0015272000000000063,0.165028275707984,0.0064058000000000205,0.011673800000000019,0.15664382614111674,0.0060850999999999995,0.006378599999999998,0.13299501017398394,0,0.08826127274026672
2007-03-31,0.0009495245901639345,0.016836267173977484,0.013231655737704918,0.058111,1,1,1,0.010094940624574137,0.014794537517177783,0.004279693456903988,61,0.01639344262295082,0.01639344262295082,0.01639344262295082,0.009005200000000012,0.009005200000000012,0.165028275707984,0.0017228000000000243,0.0017228000000000243,0.15664382614111674,0.0222356,0.0222356,0.13299501017398394,0,0.5650331352369719
2007-06-30,0.002947031746031746,0.01629590815251194,0.012893349206349207,0.040621,0,2,0,0.0,0.028762659831063724,0.0,63,0.0,0.031746031746031744,0.0,0.0,0.0,0.165028275707984,0.0016558000000000198,0.0016618000000000188,0.15664382614111674,0.0,0.0,0.13299501017398394,0,0.2009660669512319
2007-09-30,-0.001319460317460317,0.025976641800282307,0.020321555555555558,0.068675,5,4,4,0.04351737137541429,0.01955007272680677,0.044855805026408915,63,0.07936507936507936,0.06349206349206349,0.06349206349206349,0.012220800000000009,0.01956920000000001,0.165028275707984,0.023888550000000022,0.02971580000000002,0.15664382614111674,0.0067238499999999965,0.019366599999999998,0.13299501017398394,0,0.001952852399491374
2007-12-31,-0.0033045156249999997,0.025498918755783306,0.020205703125000002,0.064399,3,5,7,0.03438216494456303,0.047551978736163646,0.07108081621879038,64,0.046875,0.078125,0.109375,0.006750200000000009,0.015293200000000007,0.165028275707984,0.011020400000000022,0.02543980000000002,0.15664382614111674,0.006567314285714285,0.010877600000000001,0.13299501017398394,0,0.0006664635850429448
2008-03-31,-0.0022659836065573773,0.028447893365761315,0.023310868852459015,0.062395,8,5,5,0.10015796773688228,0.03483974160684259,0.043342662333865606,61,0.13114754098360656,0.08196721311475409,0.08196721311475409,0.005414950000000009,0.013289200000000008,0.165028275707984,0.01675460000000002,0.02343580000000002,0.15664382614111674,0.0113622,0.018510599999999995,0.13299501017398394,0,0.00012285910521073255
2008-06-30,-0.0019492968749999999,0.039061956379325226,0.028613171875,0.117021,10,7,9,0.06028805864820565,0.05059547489546186,0.05218496054928363,64,0.15625,0.109375,0.140625,0.03023820000000001,0.06791520000000001,0.165028275707984,0.025650228571428593,0.07806180000000001,0.15664382614111674,0.029753711111111112,0.0712676,0.13299501017398394,0,8.745948150057748e-06
2008-09-30,0.00294709375,0.06029530441632861,0.0413223125,0.247002,18,14,11,0.10452359799738564,0.0768272817935988,0.05834851936478551,64,0.28125,0.21875,0.171875,0.04276714444444445,0.19789620000000002,0.165028275707984,0.044440085714285746,0.20804280000000003,0.15664382614111674,0.03529714545454545,0.11669460000000001,0.13299501017398394,0,4.255339882077825e-10
2008-12-31,-0.008084609375,0.09769235514624261,0.070339640625,0.295181,31,15,27,0.14628192252701536,0.05692383145649887,0.12495026072017924,64,0.484375,0.234375,0.421875,0.06646103870967743,0.24607520000000005,0.165028275707984,0.07619773333333338,0.25622180000000006,0.15664382614111674,0.05060326666666667,0.2141246,0.13299501017398394,0,5.046344023808509e-16
2009-03-31,0.0034994426229508196,0.0505282958494626,0.04064396721311475,0.156069,19,16,13,0.1123715384287771,0.07963376833705524,0.09853752097405381,61,0.3114754098360656,0.26229508196721313,0.21311475409836064,0.027815200000000012,0.10696320000000002,0.165028275707984,0.034894862500000026,0.11710980000000004,0.15664382614111674,0.018106753846153845,0.052834599999999995,0.13299501017398394,0,8.09530202680603e-10
2009-06-30,0.014880920634920636,0.055641162703901036,0.04266612698412699,0.175987,18,18,10,0.09779296525596765,0.10395057135765348,0.06934375173250606,63,0.2857142857142857,0.2857142857142857,0.15873015873015872,0.04141164444444446,0.12688120000000003,0.165028275707984,0.03880402222222225,0.12104080000000003,0.15664382614111674,0.0294669,0.1401116,0.13299501017398394,0,6.386786677918397e-10
